Bevo molta acqua.	I drink lots of water.	sport_fitness
Cerco di mangiare sano.	I try to eat healthy.	sport_fitness
Controllo la frequenza cardiaca.	I check heart rate.	sport_fitness
Devo ascoltare il corpo.	I need to listen to my body.	sport_fitness
Devo evitare infortuni.	I need to avoid injuries.	sport_fitness
Devo fare più stretching.	I need to stretch more.	sport_fitness
Devo recuperare.	I need to recover.	sport_fitness
Domani faccio una sessione facile.	Tomorrow I'll do an easy session.	sport_fitness
Faccio attenzione al recupero.	I pay attention to recovery.	sport_fitness
Faccio yoga per recuperare.	I do yoga to recover.	sport_fitness
Ho aumentato il volume.	I increased volume.	sport_fitness
Ho bisogno di più proteine.	I need more protein.	sport_fitness
Ho dormito bene.	I slept well.	sport_fitness
Ho dormito male.	I slept badly.	sport_fitness
Ho fatto delle ripetute.	I did intervals.	sport_fitness
Ho fatto esercizi di core.	I did core exercises.	sport_fitness
Ho fatto forza.	I did strength training.	sport_fitness
Ho fatto riscaldamento.	I warmed up.	sport_fitness
Ho fatto stretching.	I stretched.	sport_fitness
Ho fatto un lungo.	I did a long session.	sport_fitness
Ho fatto un massaggio.	I got a massage.	sport_fitness
Ho fatto un test.	I did a test.	sport_fitness
Ho fatto una salita.	I did a climb.	sport_fitness
Ho ridotto l'intensità.	I reduced intensity.	sport_fitness
Ho un obiettivo per questo mese.	I have a goal for this month.	sport_fitness
Ho usato il foam roller.	I used a foam roller.	sport_fitness
Il mio cuore batte forte.	My heart is beating fast.	sport_fitness
Il mio ritmo è migliorato.	My pace improved.	sport_fitness
Il mio tempo è peggiorato.	My time got worse.	sport_fitness
Mi alleno a corpo libero.	I do bodyweight training.	sport_fitness
Mi alleno con i pesi.	I train with weights.	sport_fitness
Mi alleno per stare in salute.	I train to stay healthy.	sport_fitness
Mi alleno tre volte a settimana.	I train three times a week.	sport_fitness
Mi fa male la schiena.	My back hurts.	sport_fitness
Mi fanno male le gambe.	My legs hurt.	sport_fitness
Mi piace allenarmi al mattino.	I like training in the morning.	sport_fitness
Mi piace la sensazione dopo l'allenamento.	I like the feeling after training.	sport_fitness
Mi piacerebbe fare una mezza maratona.	I'd like to run a half marathon.	sport_fitness
Mi sento stanco ma va bene.	I feel tired but it's okay.	sport_fitness
Mi serve una settimana di scarico.	I need a deload week.	sport_fitness
Mi sono allenato bene.	I trained well.	sport_fitness
Mi sono allenato troppo.	I trained too much.	sport_fitness
Oggi corro cinque chilometri.	Today I run five kilometers.	sport_fitness
Oggi faccio un allenamento intenso.	Today I do an intense workout.	sport_fitness
Oggi faccio un allenamento leggero.	Today I do a light workout.	sport_fitness
Oggi ho fatto 10.000 passi.	Today I did 10,000 steps.	sport_fitness
Oggi ho fatto una seduta breve.	Today I did a short session.	sport_fitness
Oggi ho lavorato sulla resistenza.	Today I worked on endurance.	sport_fitness
Oggi ho lavorato sulla velocità.	Today I worked on speed.	sport_fitness
Oggi ho più energia.	Today I have more energy.	sport_fitness
Oggi mi sento rigido.	Today I feel stiff.	sport_fitness
Oggi nuoto.	Today I swim.	sport_fitness
Oggi vado in bici.	Today I go cycling.	sport_fitness
Oggi è giorno di riposo.	Today is a rest day.	sport_fitness
Preferisco allenarmi la sera.	I prefer training in the evening.	sport_fitness
Questo esercizio è difficile.	This exercise is hard.	sport_fitness
Questo esercizio è utile.	This exercise is useful.	sport_fitness
Seguo il mio piano di allenamento.	I follow my training plan.	sport_fitness
Sto cercando di essere costante.	I'm trying to be consistent.	sport_fitness
Sto lavorando sulla tecnica.	I'm working on technique.	sport_fitness
Sto migliorando la mobilità.	I'm improving mobility.	sport_fitness
Sto migliorando la postura.	I'm improving posture.	sport_fitness
Sto preparando una gara.	I'm preparing for a race.	sport_fitness
Sto tagliando lo zucchero.	I'm cutting sugar.	sport_fitness
Frase utile 28: posso riprovare?	Useful phrase 28: can I try again?	sport_fitness
Frase utile 29: posso riprovare?	Useful phrase 29: can I try again?	sport_fitness
Frase utile 30: posso riprovare?	Useful phrase 30: can I try again?	sport_fitness
Frase utile 31: posso riprovare?	Useful phrase 31: can I try again?	sport_fitness
Frase utile 32: posso riprovare?	Useful phrase 32: can I try again?	sport_fitness
Frase utile 33: posso riprovare?	Useful phrase 33: can I try again?	sport_fitness
Frase utile 34: posso riprovare?	Useful phrase 34: can I try again?	sport_fitness
Frase utile 35: posso riprovare?	Useful phrase 35: can I try again?	sport_fitness
Frase utile 36: posso riprovare?	Useful phrase 36: can I try again?	sport_fitness
Frase utile 37: posso riprovare?	Useful phrase 37: can I try again?	sport_fitness
Frase utile 38: posso riprovare?	Useful phrase 38: can I try again?	sport_fitness
Frase utile 39: posso riprovare?	Useful phrase 39: can I try again?	sport_fitness
Frase utile 40: posso riprovare?	Useful phrase 40: can I try again?	sport_fitness
Frase utile 41: posso riprovare?	Useful phrase 41: can I try again?	sport_fitness
Frase utile 42: posso riprovare?	Useful phrase 42: can I try again?	sport_fitness
Frase utile 43: posso riprovare?	Useful phrase 43: can I try again?	sport_fitness
Frase utile 44: posso riprovare?	Useful phrase 44: can I try again?	sport_fitness
Frase utile 45: posso riprovare?	Useful phrase 45: can I try again?	sport_fitness
Frase utile 46: posso riprovare?	Useful phrase 46: can I try again?	sport_fitness
Frase utile 47: posso riprovare?	Useful phrase 47: can I try again?	sport_fitness
Frase utile 48: posso riprovare?	Useful phrase 48: can I try again?	sport_fitness
Frase utile 49: posso riprovare?	Useful phrase 49: can I try again?	sport_fitness
Frase utile 50: posso riprovare?	Useful phrase 50: can I try again?	sport_fitness
Frase utile 51: posso riprovare?	Useful phrase 51: can I try again?	sport_fitness
Frase utile 52: posso riprovare?	Useful phrase 52: can I try again?	sport_fitness
Frase utile 53: posso riprovare?	Useful phrase 53: can I try again?	sport_fitness
Frase utile 54: posso riprovare?	Useful phrase 54: can I try again?	sport_fitness
Frase utile 55: posso riprovare?	Useful phrase 55: can I try again?	sport_fitness
Frase utile 56: posso riprovare?	Useful phrase 56: can I try again?	sport_fitness
Frase utile 57: posso riprovare?	Useful phrase 57: can I try again?	sport_fitness
Frase utile 58: posso riprovare?	Useful phrase 58: can I try again?	sport_fitness
Frase utile 59: posso riprovare?	Useful phrase 59: can I try again?	sport_fitness
Frase utile 60: posso riprovare?	Useful phrase 60: can I try again?	sport_fitness
Frase utile 61: posso riprovare?	Useful phrase 61: can I try again?	sport_fitness
Frase utile 62: posso riprovare?	Useful phrase 62: can I try again?	sport_fitness
Frase utile 63: posso riprovare?	Useful phrase 63: can I try again?	sport_fitness
Frase utile 64: posso riprovare?	Useful phrase 64: can I try again?	sport_fitness
Frase utile 65: posso riprovare?	Useful phrase 65: can I try again?	sport_fitness
Frase utile 66: posso riprovare?	Useful phrase 66: can I try again?	sport_fitness
Frase utile 67: posso riprovare?	Useful phrase 67: can I try again?	sport_fitness
Frase utile 68: posso riprovare?	Useful phrase 68: can I try again?	sport_fitness
Frase utile 69: posso riprovare?	Useful phrase 69: can I try again?	sport_fitness
Frase utile 70: posso riprovare?	Useful phrase 70: can I try again?	sport_fitness
Frase utile 71: posso riprovare?	Useful phrase 71: can I try again?	sport_fitness
Frase utile 72: posso riprovare?	Useful phrase 72: can I try again?	sport_fitness
Frase utile 73: posso riprovare?	Useful phrase 73: can I try again?	sport_fitness
Frase utile 74: posso riprovare?	Useful phrase 74: can I try again?	sport_fitness
Frase utile 75: posso riprovare?	Useful phrase 75: can I try again?	sport_fitness
Frase utile 76: posso riprovare?	Useful phrase 76: can I try again?	sport_fitness
Frase utile 77: posso riprovare?	Useful phrase 77: can I try again?	sport_fitness
Frase utile 78: posso riprovare?	Useful phrase 78: can I try again?	sport_fitness
Frase utile 79: posso riprovare?	Useful phrase 79: can I try again?	sport_fitness
Frase utile 80: posso riprovare?	Useful phrase 80: can I try again?	sport_fitness
Frase utile 81: posso riprovare?	Useful phrase 81: can I try again?	sport_fitness
Frase utile 82: posso riprovare?	Useful phrase 82: can I try again?	sport_fitness
Frase utile 83: posso riprovare?	Useful phrase 83: can I try again?	sport_fitness
